date,text
2023-10-02,"OPEC’s World Oil Outlook to be launched in Riyadh on 9 October
No 17/2023
Vienna, Austria
02 Oct 2023
The Organization of the Petroleum Exporting Countries (OPEC) will launch the 17th edition of its World Oil Outlook (WOO) on Monday, 9 October 2023, at 11:00 (KSA time) in Riyadh, the Kingdom of Saudi Arabia.
The event will be held at King Abdullah Petroleum Studies and Research Center (KAPSARC).
HRH Prince Abdul Aziz Bin Salman, Minister of Energy of the Kingdom of Saudi Arabia, will participate as special guest of honour.
OPEC Secretary General, HE Haitham Al Ghais, will deliver the opening remarks, followed by a video outlining the publication’s key messages. The launch will also feature a panel discussion and, questions and answers session with management and analysts from the OPEC Secretariat’s Research Division.
First published in 2007, the WOO is one of the Organization’s flagship publications. It provides an in-depth review and analysis of the global oil and energy industries, and offers assessments of various scenarios in the medium- and long-term development of the oil sector.
The WOO also presents insights into related key issues, including supply and demand, investment, the potential impact of policies and sustainable development, and a detailed analysis of the challenges and opportunities facing the global oil and energy industries.
Secretary General Al Ghais said: “The World Oil Outlook demonstrates OPEC’s long-standing commitment to market stability through knowledge sharing and data transparency. The quality of the publication serves as a testament to the excellence of those involved in its production, including Member Countries’ officials and experts, and OPEC Secretariat specialists. We are confident that this year’s edition continues to contribute to a better understanding of the global oil and energy markets, and industry developments.
“It is appropriate that this edition is launched in Riyadh in view of the leadership role Saudi Arabia has played to help bring stability and balance to global oil markets”, The Secretary General added.
The WOO 2023 will be available in an interactive format and PDF on the OPEC website and via the OPEC app upon publication. More details will be provided in this regard following the launch.
Media and analysts requiring a copy of the WOO prior to the scheduled launch event may request a 48-hour embargoed copy, which will be made available on Saturday, 7 October 2023, at 10:00 (CEST). Requests can be submitted to webeditor@opec.org."
2023-09-28,"Historic ‘Algiers Accord’ reaches seven years
No 16/2023
Vienna, Austria
28 Sep 2023
The Organization of the Petroleum Exporting Countries (OPEC) today marks the seventh anniversary since the adoption of the historic ‘Algiers Accord’.
Seven years ago, on 28 September, the OPEC Conference met in Algiers, Algeria, for its 170th (Extraordinary) Meeting to discuss developments in the global oil market and explore ways to address severe market imbalance. The Conference then decided to form a high-level committee with a mandate to develop a framework for consultations between OPEC and non-OPEC oil-producing countries.
These historic decisions eventually led to the signing of the ‘Vienna Agreement’ at the 171st Meeting of the OPEC Conference on 30 November 2016 and the landmark ‘Declaration of Cooperation’ (DoC) between OPEC and non-OPEC oil-producing countries on 10 December of the same year in Vienna, Austria.
In reflecting on the anniversary, HE Haitham Al Ghais, OPEC Secretary General, said: “OPEC Member Countries and non-OPEC oil-producing countries participating in the ‘DoC’ process have gone above and beyond to support stability in the global oil market in the interest of all producers and consumers, and the landmark ‘Algiers Accord’ laid the necessary foundation for these extraordinary efforts.”
OPEC also celebrated its 63rd Anniversary earlier this month."
2023-09-14,"OPEC marks its 63rd Anniversary
No 14/2023
Vienna, Austria
14 Sep 2023
The Organization of the Petroleum Exporting Countries (OPEC) today turned 63.
Between 10-14 September 1960, representatives from five oil-producing countries – Dr Fuad Rouhani of Iran, Dr Tala’at al-Shaibani of Iraq, Ahmed Sayed Omar of Kuwait, Abdullah Al-Tariki of Saudi Arabia and Dr Juan Pablo Perez Alfonzo of Venezuela – gathered in the Al-Shaab Hall in Baghdad to found OPEC. This historic milestone marked the beginning of a new chapter in the oil industry.
The five Founder Members were soon joined by other oil-producing countries with mutual interests, such as supporting oil market stability and protecting the right of all countries to exercise permanent sovereignty over their natural resources in the interest of development.
For 63 years, OPEC has called for cooperation, dialogue and mutual respect among all, as well as the need to address challenges in a collective manner and use oil to support national growth and advancement. The most vivid demonstration of that is the ongoing ‘Declaration of Cooperation’ process, whereby OPEC is cooperating with 10 non-OPEC producing countries to achieve stability in the global oil market.
In reflecting on this occasion, HE Haitham Al Ghais, OPEC Secretary General, said: “OPEC is a unique Organization that has stood the test of time. For more than six decades, OPEC has endeavoured to support oil market stability in the interest of all producers and consumers, as well as the global economy at large, despite the challenges that have faced our industry.”
“The history of OPEC is replete with many achievements. We are grateful for the support of our Member Countries and the entire OPEC Family. I am confident that the Organization’s best days lie ahead,” the Secretary General added.
The 63rd Anniversary of OPEC is being celebrated in Luanda, Angola, on the sidelines of the Angola Oil and Gas Conference and Exhibition."
2023-09-14,"OPEC Statement on peak fossil fuel demand
No 15/2023
Vienna, Austria
14 Sep 2023
On the International Energy Agency’s recent Op-Ed published on 12 September 2023, asserting that fossil fuel demand would peak before 2030, OPEC notes that consistent and data-based forecasts do not support this assertion. 
It is an extremely risky and impractical narrative to dismiss fossil fuels, or to suggest that they are at the beginning of their end. In past decades, there were often calls of peak supply, and in more recent ones, peak demand, but evidently neither has materialized. The difference today, and what makes such predictions so dangerous, is that they are often accompanied by calls to stop investing in new oil and gas projects.
“Such narratives only set the global energy system up to fail spectacularly. It would lead to energy chaos on a potentially unprecedented scale, with dire consequences for economies and billions of people across the world,” says OPEC Secretary General, HE Haitham Al Ghais.
This thinking on fossil fuels is ideologically driven, rather than fact-based. It also does not take into account the technological progress the industry continues to make on solutions to help reduce emissions. Neither does it acknowledge that fossil fuels continue to make up over 80% of the global energy mix, the same as 30 years ago, or that the energy security they provide is vital.
Technological innovation is a key focus for OPEC, which is why Member Countries are investing heavily in hydrogen projects, carbon capture utilization and storage facilities, the circular carbon economy, and in renewables too. While some may suggest that a number of these oil-focused technologies are still immature, they ignore the fact that many technologies referenced in net-zero scenarios are at an immature, experimental or even theoretical stage.
In recent years, we have seen energy issues climb back to the top of the agenda for populations as many glimpse how experimental net zero policies and targets impact their lives. They have legitimate concerns. How much will they cost in their current form? What benefits will they bring? Will they work as hyped? Are there other options to help reduce emissions? And what will happen if these forecasts, policies and targets do not materialize?
Thankfully, there has been a reawakening across many societies of the need for energy security and economic development to go hand-in-hand with reducing emissions. In turn, this has led to a reevaluation by some policymakers on their approach to energy transition pathways.
“Cognizant of the challenge facing the world to eliminate energy poverty, meet rising energy demand, and ensure affordable energy while reducing emissions, OPEC does not dismiss any energy sources or technologies, and believes that all stakeholders should do the same and recognize short- and long-term energy realities,” says HE Al Ghais.
In the interests of contributing to future overall global energy stability, OPEC will continue to cooperate with all relevant stakeholders to foster dialogue, that includes the views of all peoples, so as to ensure inclusive and effective energy transitions moving forward."
2023-08-04,"49th Meeting of the Joint Ministerial Monitoring Committee
No 13/2023
Vienna, Austria
04 Aug 2023
The 49th Meeting of the Joint Ministerial Monitoring Committee (JMMC) took place via videoconference on Friday, 04 August 2023.
The JMMC reviewed the crude oil production data for the months of May and June 2023 and noted the overall conformity for participating OPEC and non-OPEC countries of the Declaration of Cooperation (DoC). The committee urged all participating countries to achieve full conformity and adhere to the compensation mechanism.
The committee reaffirmed the commitment of its member countries to the DoC which extends to the end of 2024 as agreed in the 35th OPEC and non-OPEC Ministerial Meeting (ONOMM) on 4th of June 2023. It also noted to adjust of the frequency of the monthly meetings to become every two months for the JMMC and the authority of the JMMC to hold additional meetings, or to request an OPEC and non-OPEC Ministerial Meeting as agreed on in the 33rd OPEC and non-OPEC Ministerial Meeting (ONOMM) on 5th of October 2022.
The committee will continue to closely assess market conditions noting the willingness of the DoC countries to address market developments and stand ready to take additional measures at any time, building on the strong cohesion of OPEC and participating non-OPEC oil-producing countries. The committee also expressed its full recognition and support for the efforts of the Kingdom of Saudi Arabia aimed at supporting the stability of the oil market and reiterated its appreciation for the Kingdom’s additional voluntary cut of 1 million barrels per day and for extending it for the month of September. The committee also acknowledged the Russian Federation for its additional voluntary reduction of exports by 300 kbd for the month of September.
The next meeting of the JMMC (50th) is scheduled for 04 October 2023."
2023-07-11,"OPEC’s Annual Statistical Bulletin (ASB 2023) launched on 11 July 2023
No 12/2023
Vienna, Austria
11 Jul 2023
The Organization of the Petroleum Exporting Countries (OPEC) launched the 2023 edition of its Annual Statistical Bulletin (ASB) on Tuesday, 11 July 2023, at 14:00 (CEST) at the OPEC Secretariat in Vienna, Austria. The event was held in a hybrid format.
The publication and its key highlights were presented by OPEC Secretary General, HE Haitham Al Ghais, followed by a presentation and a panel discussion. A video featuring the publication’s highlights was also shown during the launch. Dr Jakob Müllner, Associate Professor and Academic Director at the WU Executive Academy, the sponsor of the event, delivered remarks at the event’s opening.
First published in 1965, the ASB, one of the Organization’s flagship publications, continues to provide a broad range of statistics and figures on the global energy industry, particularly focusing on oil and natural gas, in addition to major key economic indicators, serving as a leading source of reliable data for officials, policymakers, industry experts, analysts, researchers, members of academia and other stakeholders. The publication features comprehensive annual data on the global oil and gas supply chain, particularly on OPEC’s 13 Member Countries.
The publication is available as an interactive version and a PDF on the OPEC website, as well as through a smart app compatible with iOS and Android platforms."
2023-07-05,"Today, OPEC Energy and Oil ministers attending the 8th OPEC International Seminar in Vienna met on the sidelines of the event
No 11/2023
Vienna, Austria
05 Jul 2023
Today, OPEC Energy and Oil ministers attending the 8th OPEC International Seminar in Vienna met on the sidelines of the event.
The Ministers took the opportunity to review market conditions and agreed to continue consultation with their non-OPEC counterparts, through already put in place mechanisms including JMMC and ONOMM meetings, in their continued efforts to support a stable and balanced oil market.
The Ministers also expressed their appreciation to the Kingdom of Saudi Arabia for extending its 1 mbd voluntary cut for the month of August. They also thanked the Russian Federation for its additional voluntary reduction of exports by 500 kbd and Algeria for its additional voluntary cut of 20kbd for the month of August 2023."
2023-06-27,"OPEC Statement – Guyana
No 10/2023
Vienna, Austria
27 Jun 2023
In view of recent reports about Guyana being invited to become a Member of OPEC, while the Organization recognizes that Guyana is an emerging player in the international oil market with significant potential, OPEC has not invited Guyana to become a Member of the Organization.
HE Vickram Bharrat, Guyana’s Minister of Natural Resources, has been invited to participate in the 8th International OPEC Seminar scheduled for 5-6 July in Vienna, as have a wide array of OPEC and non-OPEC producing countries, as well as representatives of consuming countries, intergovernmental organizations, oil and energy companies, academics and other industry experts. The OPEC International Seminar is being held under the theme ‘Towards a sustainable and inclusive energy transition’.
OPEC will continue to reach out to other producers, as well as consumers, to build further bridges for dialogue and cooperation, in the interests of overall oil market stability."
2023-06-14,"OPEC to celebrate its 60th Anniversary in Baghdad on 16 June
No --
Vienna, Austria
14 Jun 2023
[JOINT PRESS RELEASE] The Organization of the Petroleum Exporting Countries (OPEC) will celebrate its Diamond Anniversary on Friday, 16 June 2023, in Baghdad, Iraq.
The celebration was originally scheduled for September 2020 in the Al-Shaab Hall in the Bab Al-Muaatham, the site of OPEC’s founding. However, it was postponed multiple times due to the COVID-19 pandemic and related impacts on health and travel.
HE Hayan Abdulghani Abdulzahra Alsawad, Iraq’s Deputy Prime Minister for Energy Affairs and Minister of Oil, said: “Iraq is proud of hosting this historic celebration. We look forward to welcoming all OPEC Member Countries and our partners in the Declaration of Cooperation to the highly anticipated event in Baghdad. It is time for the Organization to celebrate all the accomplishments it has achieved throughout the last six decades and more.”
HE Haitham Al Ghais, OPEC Secretary General, said: “The celebration will provide the entire OPEC Family with an opportunity to reflect on our exceptional history and celebrate our success, as well as to renew our commitment to the key principles that have underpinned the Organization’s work since foundation. Remembering our past can serve as an inspiration for achieving a bright and successful future.”
Iraq and the city of Baghdad, together with the OPEC Secretariat, have developed a full programme of festivities, including various cultural activities. The Government of Iraq has additionally renovated the Al-Shaab Hall in preparation for the celebration. More details will be provided in due course.
OPEC is an intergovernmental organization that was established at the historic Baghdad Conference held on 10-14 September 1960 by Iran, Iraq, Kuwait, Saudi Arabia and Venezuela. Its membership has grown since then to 13 oil-producing countries."
2023-06-13,"Secondary sources issue May 2023 production levels and revise Russia’s production for February 2023
No 09/2023
Vienna, Austria
13 Jun 2023
The decision of the 35th OPEC and non-OPEC Ministerial Meeting, held on 4 June 2023, adjusted crude oil production levels for OPEC and Declaration of Cooperation non-OPEC Participating Countries starting 1 January 2024 until 31 December 2024, including Russia at 9.828 mbd based on the crude oil production level for the month of February 2023. The decision stated that this level was “subject to revision by June 2023 as the country is currently working with the secondary sources to update production figures”.
Based on the latest figures provided by the secondary sources, Russia’s crude oil production in February 2023 has now been revised to stand at 9.949 mbd, and this will be considered as the updated required production for Russia for January 2024 to December 2024. 
It is worth noting that Russia crude oil production in May 2023 stood at 9.533 mbd, which is 0.416 mbd lower than February 2023 level, according to secondary sources."
2023-06-04,"35th OPEC and non-OPEC Ministerial Meeting
No 08/2023
Vienna, Austria
04 Jun 2023
In light of the continued commitment of the OPEC and non-OPEC Participating Countries in the Declaration of Cooperation (DoC) to achieve and sustain a stable oil market, and to provide long-term guidance for the market, and in line with the successful approach of being precautious, proactive, and pre-emptive, which has been consistently adopted by OPEC and non-OPEC Participating Countries in the Declaration of Cooperation, the Participating Countries decided to:
Reaffirm the Framework of the Declaration of Cooperation, signed on 10 December 2016 and further endorsed in subsequent meetings; as well as the Charter of Cooperation, signed on 2 July 2019. 
Adjust the level of overall crude oil production for OPEC and non-OPEC Participating Countries in the DoC to 40.46 mb/d, starting 1 January 2024 until 31 December 2024, which is to be distributed as per the attached table.
Reaffirm and extend the mandate of the Joint Ministerial Monitoring Committee (JMMC) and its membership, to closely review global oil market conditions, oil production levels, and the level of conformity with the DoC and this Statement, assisted by the Joint Technical Committee (JTC) and the OPEC Secretariat. The JMMC is to be held every two months.
Hold the OPEC and non-OPEC Ministerial Meeting (ONOMM) every six months in accordance with the ordinary OPEC scheduled conference.
Grant the JMMC the authority to hold additional meetings, or to request an OPEC and non-OPEC Ministerial Meeting at any time to address market developments, whenever deemed necessary.
Reaffirm that the DoC conformity is to be monitored considering crude oil production, based on the information from secondary sources, and according to the methodology applied for OPEC Member Countries.
Reiterate the critical importance of adhering to full conformity, and subscribe to the concept of compensation by those countries who produce above the required production level as per the attached table, in addition to their already decided production levels.
Hold the 36th OPEC and non-OPEC Ministerial Meeting on Sunday 26 November 2023, in Vienna."
2023-06-01,"OPEC Secretary General stresses the importance of enhancing refining capacity
No 07/2023
Vienna, Austria
01 Jun 2023
OPEC Secretary General, HE Haitham Al Ghais, underlined the importance of enhancing refining capacity globally to meet the growing demand for oil products.
The Secretary General delivered these remarks at the 13th Technical Meeting of OPEC and non-OPEC countries participating in the Charter of Cooperation (CoC).
Al Ghais praised OPEC Member Countries for their exceptional efforts in expanding their refining capacities by constructing refineries, such as Al Zour Refinery, Kuwait; Dangote Refinery, Nigeria; and Jazan Refinery, Kingdom of Saudi Arabia.
The Secretary General also highlighted the importance of the technical discussions between OPEC Member Countries and non-OPEC countries of the CoC.
“As usual, this meeting has been organized for the technical experts of OPEC and participating non-OPEC producing countries and is centred on providing an opportunity to exchange views on key factors impacting oil market developments,” Al Ghais stated.
The CoC Technical Meeting is convened twice a year to facilitate knowledge sharing and exchange of views on oil market conditions as well as other key energy-related topics, thereby strengthening mutual ties and understanding among countries.
The meeting was held following the conclusion of the 139th Meeting of OPEC’s Economic Commission Board (ECB)."
2023-05-30,"OPEC Secretary General highlights DoC’s positive contributions to market stability
No 06/2023
Vienna, Austria
30 May 2023
The Secretary General of the Organization of the Petroleum Exporting Countries (OPEC), HE Haitham Al Ghais, underscored the positive contributions made by OPEC Member Countries and non-OPEC oil-producing countries participating in the Declaration of Cooperation (DoC) to support sustainable stability in the global oil market.
The Secretary General made these remarks on Tuesday, 30 May 2023, during the 139th Meeting of OPEC’s Economic Commission Board (ECB). The meeting is planned for two days: 30-31 May 2023.
The Secretary General also stated that “this group of countries have, when required, undertaken extraordinary efforts to stabilize the oil market in these extraordinary times, in the interests of producers, consumers, the oil industry and the wider global economy.”
While highlighting the investment challenges facing the oil industry, the OPEC Secretary General noted that “underinvestment has resulted in shrinking spare capacity, production constraints and reduced refinery output at a time when demand for crude and oil products continues to rise.”
“All industry policymakers and stakeholders need to work together to ensure a long-term investment-friendly climate, with sufficient finance available. One that works for producers and consumers, and developed and developing countries,” Al Ghais said.
The ECB is the Organization’s economic and technical think-tank, which meets twice a year in advance of the biannual Ordinary Meetings of the OPEC Conference. The Board regularly reviews market conditions and developments in the world economy."
2023-05-29,"OPEC offers its full support to the UAE COP28 Presidency
No 05/2023
Vienna, Austria
29 May 2023
OPEC affirms it unwavering support to the UAE’s inclusive approach to this year’s COP 28 meeting and to its President-Designate, His Excellency Dr. Sultan Ahmed Al Jaber.
The UAE is a recognised global leader in tackling the challenges related to energy, climate change and sustainable development. Not only in words, but also in its actions with major investments into the development and deployment of renewables and technologies focused on reducing greenhouse gas emissions.
Dr. Al Jaber is a well-respected and renowned global energy leader. As Chairman of Masdar and Group CEO of the Abu Dhabi National Oil Company (ADNOC), he has guided Masdar into becoming a global leader in renewables and continues to lead ADNOC on an unprecedented decarbonisation path, with ADNOC today having some of the lowest emissions per barrel of oil produced globally.
His stellar knowledge and expertise gained from leading both groups should be viewed as a recipe for successfully enabling inclusive and fair discussions at COP28, with the UAE best suited to make it a COP of action and results.
Dr. Al Jaber’s deep understanding of the energy industry and his objectivity has been praised by global leaders, and we welcome his encouragement for a just energy transition that leaves no one behind.
OPEC believes that COP28 needs every voice at the table to achieve practical, pragmatic and realistic solutions. We wish the UAE and Dr. Al Jaber every success."
2023-05-22,"OPEC Secretary General: Energy transition must be fair and inclusive
No 04/2023
Vienna, Austria
22 May 2023
OPEC Secretary General, HE Haitham Al Ghais, highlighted that the energy transition must be fair and inclusive, where no one would be left behind.
The Secretary General made these remarks in his address to OPEC’s 23rd Coordination Meeting on Climate Change held via videoconference in preparation for the upcoming meeting of COP28.
The Secretary General stressed, in a pre-recorded video message, that “we are particularly proud to have an OPEC Member Country at the helm of the highly important COP meeting. Just recently, COP28 President-Designate, HE Dr. Sultan Al Jaber, UAE’s Minister of Industry and Advanced Technology and Special Envoy for Climate Change, presented his larger ambitions for the COP.”
The Secretary General also noted the importance of the meeting, adding that climate change is a great global challenge that affects all countries and peoples.
The Coordination Meetings on Climate Change serve as a dynamic forum facilitating the exchange of knowledge and expertise on various key topics related to climate change and sustainable development. In its 23rd iteration, the event focused on the latest developments related to UN climate change discussions, climate finance and the diversification of energy systems."
2023-05-22,"Innovation plays critical role in reducing emissions: OPEC Secretary General
No 03/2023
Dubai, United Arab Emirates
22 May 2023
OPEC Secretary General, HE Haitham Al Ghais, stressed that technological innovation will play a critical role in reducing emissions.
The Secretary General stated this at the opening of the 30th Annual Middle East Petroleum and Gas Conference (MPGC 2023), which is taking place on 22-23 May 2023 in Dubai, United Arab Emirates (UAE).
In his opening remarks, the Secretary General expressed OPEC’s appreciation to the UAE for its climate leadership in the run-up to hosting COP28.
“The President of the UAE, HH Sheikh Mohamed bin Zayed Al Nahyan, announced at the beginning of the year that 2023 will be the ‘Year of Sustainability’. This reflects this country’s longstanding commitment to sustainable practices and international cooperation to address the challenges of our times,” the Secretary General said, adding, “The culmination of the ‘Year of Sustainability’ will be Dubai’s hosting of the COP28, which represents a moment of tremendous pride for OPEC.”
The Secretary General emphasized that energy security for all and decarbonization must go hand-in-hand, which require major investments in all energies.
Additionally, the Secretary General highlighted the consequences of divestment or underinvestment in the oil industry: causing market volatility, endangering energy security, imperilling economic growth and jeopardizing sustainable development.
“I believe that the industry must recognize and be proud of what it has been doing in terms of ensuring global energy security and reducing emissions across the board,” the Secretary General stated.
The Secretary General highlighted the efforts of OPEC Member Countries in reducing emissions through adopting innovative approaches, such as the circular carbon economy, adding that technological innovation will play a critical role in reducing emissions.
“The reality is that oil and gas will continue to be an integral part of the energy mix for the foreseeable future,” the Secretary General added."
2023-05-17,"6th High-level Meeting of the OPEC-China Energy Dialogue
No --
Beijing, P.R. China
17 May 2023
[Joint Conclusion] The Sixth High-level Meeting of the OPEC-China Energy Dialogue was held in Beijing, P.R. China, on 16 May 2023. The Meeting was co-chaired by HE Zhang Jianhua, Administrator of the National Energy Administration, the People’s Republic of China, and OPEC Secretary General, HE Haitham Al Ghais. The Permanent Representative of the People's Republic of China to the UN and other International Organizations in Vienna, HE Li Song, delivered an opening speech via video.
In his remarks, HE Zhang Jianhua highlighted that China and OPEC are important strategic partners. Since the establishment of the dialogue mechanism between the two parties in 2005, communication on policy has been maintained through round-table meetings and high-level dialogues, and both parties have achieved positive results in helping jointly maintain stability of the global oil market as well as consolidating and expanding oil trade between China and OPEC Member Countries, which are both of common interest.
HE Haitham Al Ghais emphasized that OPEC attaches tremendous importance to its dialogue partnership with China and is determined to reinforce and strengthen it. He noted that the parties had established a balanced, pragmatic framework for cooperation, and developed an ongoing exchange of views at all levels on energy issues of common interest. The Secretary General provided an overview of OPEC’s ongoing activities, together with 10 non-OPEC producing countries, under the ‘Declaration of Cooperation’ to support sustainable oil market stability, which benefits producers and consuming nations.
In the opening speech of HE Ambassador Li Song, he highly appreciated the stable cooperation and long-term communication between OPEC and China, which contribute positively to the global economy and energy security. The Ambassador envisaged that China's new phase of development would open up opportunities for OPEC and its Member Countries in terms of market access, energy transition and shared prosperity. Furthermore, he pledged that the Permanent Mission of China in Vienna would continue to serve as a vital bridge in facilitating cooperation between the two parties.
Experts from both sides exchanged perspectives on the oil market outlook in the short-, medium- and longer-term, and the ongoing “Declaration of Cooperation” process, addressing sustainable development, prospects for the energy transition and other topics of mutual interest.
Both parties are committed to strengthening cooperation going forward, particularly within the realm of information and data sharing, technological exchange and addressing issues related to the energy transition.
The Seventh High-level Meeting of the OPEC-China Energy Dialogue is scheduled to take place at a convenient time in 2024."
2023-04-27,"High-level experts meet for the 9th Joint IEA-IEF-OPEC Workshop on the Interactions between Physical and Financial Energy Markets
No --
Vienna, Austria
27 Apr 2023
[Joint Press Release] The International Energy Agency (IEA), the International Energy Forum (IEF) and the Organization of the Petroleum Exporting Countries (OPEC) held the 9th Joint IEA-IEF-OPEC Workshop on the Interactions between Physical and Financial Energy Markets.
The high-level meeting was chaired by Dr. Ayed S. Al-Qahtani, Director of OPEC’s Research Division, together with IEF Secretary General, HE Joseph McMonigle, and Ms. Toril Bosoni, Head of the IEA’s Oil Industry and Markets Division.
In pre-recorded welcoming remarks, OPEC Secretary General, HE Haitham Al Ghais, said: “What this past year has shown us is the need for the continued monitoring of factors driving volatility in energy-related financial markets, and how it can impact not only the short term, but the medium and long term too.”
He highlighted that, when required, OPEC Member Countries and their partners within the ‘Declaration of Cooperation’ have “undertaken extraordinary efforts to stabilize the oil market in these extraordinary times, in the interests of producers, consumers, the oil industry and the wider global economy. This is on the physical side of the oil market. On the financial side, we have been observing an accelerated trend in speculative trading, with investors and other players trading futures and options at faster rates, sometimes severely impacting market liquidity and hindering price discovery mechanisms.”
In his opening remarks, the IEF Secretary General, HE McMonigle, told the workshop: “Both financial and physical markets continue to tighten. Rising inflation and underinvestment in physical supplies expose new vulnerabilities. Producers and consumers must have this in mind when engaging risk in investment or to understand the evolution of energy costs for consumers.”
Ms. Toril Bosoni of the IEA confirmed that volatility remains a risk for energy markets. The last three years have underlined the impact of supply and demand shocks as well as of financial markets for energy price movements. The broader consequences concern particularly inflation as well as investment to meet supply and respond to the energy transition. The IEA appreciates the depth and expertise shared by today’s speakers that brought substantial insight to the discussion.
Discussions during the workshop were structured into three sessions, grouped around the theme “Spot and paper markets: divergent trends amid low liquidity in futures markets.”
The first session was on the ‘Factors driving volatility in the energy-related financial markets'. This was followed by a second session which considered the ‘Impact of physical and paper oil interactions on market functioning and price discovery’. The third and final session covered ‘Ensuring adequate financing to sustain oil and gas developments’.
The Joint Workshop is a part of the trilateral work programme established by the three organizations and endorsed by energy ministers at the 12th International Energy Forum in Cancún, Mexico, in March 2010. Since then, the joint IEA-IEF-OPEC meetings covering the evolving inter-linkages between physical and financial energy markets have developed into a unique, high-level technical event that bring together a diverse range of market participants to discuss issues that are not addressed in other high-level fora.
To encourage open and informative discussion, the Joint Meeting was held under the Chatham House Rule.
At the conclusion of today’s meeting, the three organizers thanked participants for their engaging and frank discussions on such complex and evolving issues, and looked forward to convening the next Joint Workshop in 2024."
2023-04-03,"48th Meeting of the Joint Ministerial Monitoring Committee
No 02/2023
Vienna, Austria
03 Apr 2023
The 48th Meeting of the Joint Ministerial Monitoring Committee (JMMC) took place via videoconference on Monday, 03 April 2023.
The Committee reviewed the crude oil production data for the months of January and February 2023 and noted the overall conformity for participating OPEC and non-OPEC countries of the Declaration of Cooperation (DoC).
The Members of the JMMC reaffirmed their commitment to the DoC which extends to the end of 2023 as decided at the 33rd OPEC and non-OPEC Ministerial Meeting (ONOMM) on 5th of October 2022, and urged all participating countries to achieve full conformity and adhere to the compensation mechanism.
The Meeting noted the following voluntarily production adjustment announced on 2 April 2023 by Saudi Arabia (500 thousand b/d); Iraq (211 thousand b/d); United Arab Emirates (144 thousand b/d); Kuwait (128 thousand b/d); Kazakhstan (78 thousand b/d); Algeria (48 thousand b/d); Oman (40 thousand b/d); and Gabon (8 thousand b/d) starting May until the end of 2023. These will be in addition to the production adjustments decided at the 33rd OPEC and non-OPEC Ministerial Meeting.
The above will be in addition to the announced voluntary adjustment by the Russian Federation of 500 thousand barrels per day until the end of 2023, which will be from the average production levels as assessed by the secondary sources for the month of February 2023.
Accordingly, this will bring the total additional voluntary production adjustments by the above-mentioned countries to 1.66 million b/d.
The Meeting noted that this is a precautionary measure aimed at supporting the stability of the oil market.
The Committee thanked the OPEC Secretariat for their contribution to the meeting.
The next meeting of the JMMC (49th) is scheduled for 4th of June 2023."
